block,total,aCount,abCount,bCount,bcCount,cCount,dCount,fCount,letter
MUS PERF 717,1,1,0,0,0,0,0,0,A
MUS PERF 719,0,0,0,0,0,0,0,0,
MUS PERF 721,1,1,0,0,0,0,0,0,A
MUS PERF 723,0,0,0,0,0,0,0,0,
MUS PERF 725,1,1,0,0,0,0,0,0,A
MUS PERF 727,1,1,0,0,0,0,0,0,A
MUS PERF 731,2,2,0,0,0,0,0,0,A
MUS PERF 732,1,1,0,0,0,0,0,0,A
MUS PERF 733,2,2,0,0,0,0,0,0,A
MUS PERF 735,1,1,0,0,0,0,0,0,A
MUS PERF 737,0,0,0,0,0,0,0,0,
MUS PERF 740,1,1,0,0,0,0,0,0,A
MUS PERF 742,2,2,0,0,0,0,0,0,A
MUS PERF 747,11,11,0,0,0,0,0,0,A
MUS PERF 748,0,0,0,0,0,0,0,0,
MUS PERF 990,12,10,0,0,0,0,0,0,A
MUS PERF 999,112,86,5,1,0,0,0,0,A
NAV SCI 101,323,194,62,50,7,6,0,2,A
NAV SCI 102,131,100,21,5,0,1,0,0,A
NAV SCI 175,291,250,32,6,0,0,1,1,A
NAV SCI 176,235,211,19,5,0,0,0,0,A
NAV SCI 201,268,138,87,33,4,1,0,1,A
NAV SCI 202,145,63,40,26,11,2,1,1,B
NAV SCI 275,236,219,14,0,1,1,0,1,A
NAV SCI 276,211,199,8,1,0,0,0,0,A
NAV SCI 301,138,67,44,18,6,3,0,0,A
NAV SCI 302,138,108,22,7,1,0,0,0,A
NAV SCI 350,93,82,7,3,0,1,0,0,A
NAV SCI 351,98,72,20,3,1,0,2,0,A
NAV SCI 375,209,200,8,0,0,0,0,0,A
NAV SCI 376,188,173,14,1,0,0,0,0,A
NAV SCI 401,120,81,20,10,2,1,0,0,A
NAV SCI 402,229,119,73,26,5,1,0,0,A
NAV SCI 475,209,203,3,1,0,0,1,0,A
NAV SCI 476,161,157,4,0,0,0,0,0,A
NAV SCI 575,15,14,0,1,0,0,0,0,A
NAV SCI 576,9,9,0,0,0,0,0,0,A
NEURSURG 699,513,502,8,1,0,1,0,0,A
NEURSURG 919,2,0,0,0,0,0,0,0,
NEURSURG 921,5,0,0,0,0,0,0,0,
NEUROL 699,521,487,3,2,1,1,0,0,A
NEUROL 910,1,0,0,0,0,0,0,0,
NEUROL 913,9,0,0,0,0,0,0,0,
NEUROL 914,33,0,0,0,0,0,0,0,
NEUROL 919,12,0,0,0,0,0,0,0,
NEUROL 990,0,0,0,0,0,0,0,0,
NEURODPT/NTP 610,617,152,169,169,48,40,17,5,B
NEURODPT/NTP/PSYCH 611,358,129,84,89,19,14,6,3,B
NEURODPT/ZOOLOGY 616,16,15,1,0,0,0,0,0,A
NEURODPT/NTP 629,372,218,94,42,11,2,1,0,A
NEURODPT/NTP 640,617,152,169,169,48,40,17,5,B
NEURODPT/PSYCH/ZOOLOGY 674,36,34,2,0,0,0,0,0,A
NEURODPT 675,6,6,0,0,0,0,0,0,A
NEURODPT 699,382,371,5,5,0,0,0,0,A
NEURODPT 747,52,0,0,0,0,0,0,0,
NEURODPT/NTP/ZOOLOGY 765,112,87,12,9,1,1,0,0,A
NEURODPT 990,31,0,0,0,0,0,0,0,
NTP/NEURODPT 610,617,152,169,169,48,40,17,5,B
NTP/NEURODPT/PSYCH 611,358,129,84,89,19,14,6,3,B
NTP/ANTHRO/PSYCH/ZOOLOGY 619,464,171,50,182,9,18,10,1,B
NTP/ZOOLOGY 620,80,73,4,0,0,1,1,0,A
NTP/NEURODPT 629,372,218,94,42,11,2,1,0,A
NTP/NEURODPT 640,617,152,169,169,48,40,17,5,B
NTP/MED PHYS 651,152,131,10,5,0,0,0,0,A
NTP 660,284,217,46,13,1,0,0,0,A
NTP 666,54,47,2,2,0,0,0,0,A
NTP 670,117,41,50,21,1,1,0,0,A
NTP 675,767,542,95,89,9,2,0,1,A
NTP 677,101,44,20,25,3,9,0,0,B
NTP 700,0,0,0,0,0,0,0,0,
NTP 701,0,0,0,0,0,0,0,0,
NTP 735,30,29,1,0,0,0,0,0,A
NTP/NEURODPT/ZOOLOGY 765,112,87,12,9,1,1,0,0,A
NTP 900,1921,393,0,42,0,0,0,0,A
NTP 990,320,0,0,0,0,0,0,0,
N E 1,215,67,28,73,20,19,1,5,B
N E 231,59,21,6,3,0,0,1,0,A
N E 234,132,25,26,52,9,17,3,0,B
N E 305,611,169,175,126,72,35,15,10,B
N E 405,470,128,60,159,34,40,20,19,B
N E 406,143,31,51,43,10,4,1,0,B
N E 408,539,165,109,121,62,44,15,11,B
N E 411,395,99,77,116,54,34,3,7,B
N E 412,301,113,100,62,16,6,1,0,B
N E/M S & E 423,315,67,88,104,29,16,3,5,B
N E 424,50,28,18,3,0,0,0,0,A
N E 427,583,174,172,171,31,13,2,6,B
N E 428,435,154,89,104,26,28,3,4,B
N E/M S & E 433,166,83,37,33,4,3,0,2,A
N E 489,0,0,0,0,0,0,0,0,
N E/MED PHYS 506,271,103,78,61,10,3,0,0,A
N E/M E 520,86,26,37,21,2,0,0,0,A
N E/E C E/PHYSICS 525,548,211,136,128,39,15,6,5,B
N E 526,175,81,65,24,0,0,0,0,A
N E/E C E/PHYSICS 527,163,82,53,18,3,3,2,1,A
N E/E C E 528,132,64,38,19,5,0,1,0,A
N E 536,75,34,19,11,4,1,0,0,A
N E 541,164,33,48,56,17,6,2,0,B
N E 545,24,12,6,4,0,1,0,0,A
N E 550,112,48,27,30,4,1,1,0,A
N E 555,103,40,34,24,5,0,0,0,A
N E/M E 565,312,116,63,82,36,11,1,0,B
N E/MED PHYS 569,368,156,139,56,9,3,1,0,A
N E 571,356,92,89,115,25,17,6,0,B
N E/I SY E 574,73,23,26,17,4,0,1,0,B
N E 602,134,90,25,13,2,1,0,0,A
N E 699,17,13,3,1,0,0,0,0,A
N E 705,52,32,8,9,2,0,0,0,A
N E/C&E SOC/I SY E/SOC 708,8,3,1,2,0,0,0,0,A
N E/E C E/PHYSICS 724,166,80,54,23,3,1,0,0,A
N E/E C E/PHYSICS 725,178,67,63,37,3,1,0,0,A
N E/E C E/PHYSICS 726,152,62,43,41,2,2,0,0,A
N E 741,28,12,9,5,2,0,0,0,A
N E/E C E/PHYSICS 749,0,0,0,0,0,0,0,0,
N E 790,14,0,0,0,0,0,0,0,
N E 890,375,0,0,0,0,0,0,0,
N E 903,98,39,24,20,2,1,1,0,A
N E/E C E/PHYSICS 922,86,72,0,0,0,0,0,0,A
N E 990,66,0,0,0,0,0,0,0,
N E 999,0,0,0,0,0,0,0,0,
NURSING 100,0,0,0,0,0,0,0,0,
NURSING/S&A PHM/SOC WORK 105,7108,5471,1042,305,128,60,33,37,A
NURSING 299,2,2,0,0,0,0,0,0,A
NURSING 313,1113,341,568,166,35,2,0,1,A
NURSING 314,1341,873,425,36,5,2,0,0,A
NURSING 315,1115,567,463,74,8,2,0,0,A
NURSING 316,20,0,0,0,0,0,0,0,
NURSING 317,615,152,208,140,72,37,6,0,B
NURSING 318,301,130,110,44,11,2,0,0,A
NURSING 323,1062,163,420,298,122,45,9,0,B
NURSING 324,1016,539,392,75,9,1,0,0,A
NURSING 325,791,579,192,17,1,1,0,0,A
NURSING 326,353,0,0,0,0,0,0,0,
NURSING 327,200,0,0,0,0,0,0,0,
NURSING 400,1645,838,555,201,43,7,1,0,A
NURSING 433,1818,1144,532,122,9,8,1,1,A
NURSING 434,1206,319,640,213,30,3,0,0,A
NURSING 435,944,851,91,1,1,0,0,0,A
NURSING 436,125,0,0,0,0,0,0,0,
NURSING 437,1125,1019,93,8,4,1,0,0,A
NURSING 442,81,58,20,3,0,0,0,0,A
NURSING 443,801,290,345,143,21,2,0,0,A
NURSING 444,185,111,43,18,5,2,0,3,A
NURSING 445,620,567,43,9,0,1,0,0,A
NURSING 446,226,0,0,0,0,0,0,0,
NURSING 447,181,130,46,4,0,0,0,0,A
NURSING 448,321,219,67,22,11,2,0,0,A
NURSING 470,20,13,4,1,0,0,0,0,A
NURSING 490,441,200,137,66,20,8,4,4,A
NURSING 510,355,295,50,7,0,1,1,1,A
NURSING 511,42,30,8,3,0,1,0,0,A
NURSING 513,1113,341,568,166,35,2,0,1,A
NURSING/L I S/OCC THER 517,80,46,14,8,3,4,0,2,A
NURSING/KINES 523,439,248,149,25,16,1,0,0,A
NURSING/POP HLTH 525,7,6,1,0,0,0,0,0,A
NURSING 590,867,639,85,70,7,1,0,0,A
NURSING 601,480,412,53,8,4,2,0,0,A
NURSING/PHM PRAC 605,266,219,42,4,0,0,0,1,A
NURSING 657,7,7,0,0,0,0,0,0,A
NURSING/PHM PRAC 674,207,191,11,3,0,0,0,0,A
NURSING 679,85,84,1,0,0,0,0,0,A
NURSING 680,0,0,0,0,0,0,0,0,
NURSING 681,0,0,0,0,0,0,0,0,
NURSING 682,18,18,0,0,0,0,0,0,A
NURSING 698,1,0,0,0,0,0,0,0,
NURSING 699,41,41,0,0,0,0,0,0,A
NURSING 702,475,390,60,15,6,1,0,1,A
NURSING 703,598,444,109,37,2,4,0,1,A
NURSING 704,532,492,29,9,0,0,0,0,A
NURSING 706,352,287,44,12,5,1,0,1,A
NURSING 708,352,287,44,12,5,1,0,1,A
NURSING 709,16,16,0,0,0,0,0,0,A
NURSING 711,6,6,0,0,0,0,0,0,A
NURSING 712,0,0,0,0,0,0,0,0,
NURSING 713,27,24,3,0,0,0,0,0,A
NURSING 714,3,3,0,0,0,0,0,0,A
NURSING 715,195,165,22,5,1,0,1,0,A
NURSING 719,24,0,0,0,0,0,0,0,
NURSING 720,0,0,0,0,0,0,0,0,
NURSING 721,67,53,5,6,2,1,0,0,A
NURSING 722,258,215,26,14,1,0,0,0,A
NURSING 723,0,0,0,0,0,0,0,0,
NURSING 724,0,0,0,0,0,0,0,0,
NURSING 725,0,0,0,0,0,0,0,0,
NURSING 726,307,194,92,14,2,3,0,1,A
NURSING 727,230,157,55,9,6,1,1,0,A
NURSING 728,146,133,7,3,0,0,1,1,A
NURSING 729,116,105,5,2,1,0,1,0,A
NURSING 730,0,0,0,0,0,0,0,0,
NURSING 736,0,0,0,0,0,0,0,0,
NURSING 741,24,20,2,2,0,0,0,0,A
NURSING/PHM PRAC/SOC WORK 746,246,184,53,2,4,0,0,1,A
NURSING 751,41,33,6,1,0,0,0,0,A
NURSING 761,410,347,55,7,0,0,0,0,A
NURSING 764,29,26,2,0,0,0,0,0,A
NURSING/LAW/MED SC-M 768,58,0,0,0,0,0,0,0,
NURSING 772,159,134,19,2,1,0,0,0,A
NURSING 785,97,87,6,1,1,2,0,0,A
NURSING 786,28,28,0,0,0,0,0,0,A
NURSING 787,7,7,0,0,0,0,0,0,A
NURSING 798,6,0,0,0,0,0,0,0,
NURSING 799,1,1,0,0,0,0,0,0,A
NURSING 801,463,336,100,23,2,0,0,0,A
NURSING 802,185,174,7,1,0,0,0,0,A
NURSING 803,79,52,21,2,1,0,0,0,A
NURSING 804,125,92,19,4,0,0,0,1,A
NURSING 805,18,15,0,1,0,0,0,0,A
NURSING 806,320,261,40,17,1,0,0,0,A
NURSING 807,13,6,4,1,1,0,0,0,A
NURSING 811,463,336,100,23,2,0,0,0,A
NURSING 815,59,34,13,7,1,0,0,0,A
NURSING 816,113,17,0,0,0,0,0,0,A
NURSING 818,24,15,6,2,1,0,0,0,A
NURSING 819,0,0,0,0,0,0,0,0,
NURSING 826,240,190,40,9,1,0,0,0,A
NURSING 828,144,136,8,0,0,0,0,0,A
NURSING 829,164,156,5,2,0,0,0,0,A
NURSING 830,79,52,21,2,1,0,0,0,A
NURSING 847,9,9,0,0,0,0,0,0,A
NURSING/ED PSYCH/HDFS/SOC WORK 880,180,170,7,2,0,0,0,0,A
NURSING/ED PSYCH/HDFS/SOC WORK 881,35,35,0,0,0,0,0,0,A
NURSING 906,193,0,0,0,0,0,0,0,
NURSING 990,9,0,0,0,0,0,0,0,
NURSING 999,27,14,0,0,0,0,0,0,A
NUTR SCI 132,27235,6234,4826,6390,3741,4590,810,228,BC
NUTR SCI 200,96,0,0,0,0,0,0,0,
NUTR SCI/AGRONOMY/ENTOM 203,5860,4280,963,485,39,42,18,4,A
NUTR SCI 289,261,247,7,4,0,0,0,1,A
NUTR SCI 299,261,247,7,4,0,0,0,1,A
NUTR SCI/AN SCI/DY SCI 311,1056,244,213,213,169,134,56,15,BC
NUTR SCI 332,3582,935,564,925,402,531,139,51,B
NUTR SCI/A A E/AGRONOMY 350,3677,1530,1046,592,261,134,55,17,B
NUTR SCI 375,594,433,88,61,3,5,0,0,A
NUTR SCI 377,77,69,1,2,3,1,0,0,A
NUTR SCI 379,320,249,39,20,4,7,0,0,A
NUTR SCI 399,2,2,0,0,0,0,0,0,A
NUTR SCI 400,96,0,0,0,0,0,0,0,
NUTR SCI/INTER-AG 421,464,442,15,4,0,2,0,0,A
NUTR SCI 431,1061,254,244,359,76,94,20,3,B
NUTR SCI 500,773,659,34,66,1,11,0,1,A
NUTR SCI/BIOCHEM 510,2185,905,325,510,160,220,35,13,B
NUTR SCI/KINES 525,394,127,90,114,33,21,0,1,B
NUTR SCI 540,129,85,24,16,2,0,0,0,A
NUTR SCI 550,25,17,5,1,0,0,0,0,A
NUTR SCI 600,85,78,5,2,0,0,0,0,A
NUTR SCI/BIOCHEM 619,131,32,22,58,8,1,0,1,B
NUTR SCI/POP HLTH 621,119,79,25,13,1,0,0,0,A
NUTR SCI 623,135,112,0,23,0,0,0,0,A
NUTR SCI 625,85,60,15,7,1,0,0,0,A
NUTR SCI/AN SCI 626,114,77,24,12,1,0,0,0,A
NUTR SCI 627,99,60,24,14,0,0,0,0,A
NUTR SCI 631,928,235,277,239,53,84,31,1,B
NUTR SCI 632,117,42,52,13,6,2,0,0,A
NUTR SCI 641,143,116,23,3,0,0,0,0,A
NUTR SCI 642,70,40,27,3,0,0,0,0,A
NUTR SCI/BIOCHEM 645,166,96,30,26,8,5,0,0,A
NUTR SCI 650,235,117,86,25,4,2,0,1,A
NUTR SCI 651,58,45,9,3,0,0,0,1,A
NUTR SCI 652,42,22,10,4,3,1,1,1,B
NUTR SCI 653,176,117,37,14,2,3,0,1,A
NUTR SCI 655,21,19,0,2,0,0,0,0,A
NUTR SCI 657,21,19,0,2,0,0,0,0,A
NUTR SCI 670,130,88,30,10,0,0,0,0,A
NUTR SCI 671,96,77,13,4,0,0,0,0,A
NUTR SCI 675,0,0,0,0,0,0,0,0,
NUTR SCI 681,0,0,0,0,0,0,0,0,
NUTR SCI 682,0,0,0,0,0,0,0,0,
NUTR SCI 691,0,0,0,0,0,0,0,0,
NUTR SCI 692,1,1,0,0,0,0,0,0,A
NUTR SCI 699,28,28,0,0,0,0,0,0,A
NUTR SCI 710,195,140,31,19,0,0,1,1,A
NUTR SCI 711,162,149,7,3,0,0,0,2,A
NUTR SCI 715,180,145,28,6,0,0,0,0,A
NUTR SCI 720,142,95,31,10,3,1,0,2,A
NUTR SCI 721,106,66,29,10,0,1,0,0,A
NUTR SCI 725,119,104,8,6,0,1,0,0,A
NUTR SCI 726,54,46,5,3,0,0,0,0,A
NUTR SCI 731,0,0,0,0,0,0,0,0,
NUTR SCI 745,4,4,0,0,0,0,0,0,A
NUTR SCI 750,142,95,31,10,3,1,0,2,A
NUTR SCI 799,0,0,0,0,0,0,0,0,
NUTR SCI 875,177,139,17,17,1,0,0,0,A
NUTR SCI 881,158,95,18,13,0,0,0,0,A
NUTR SCI/BIOCHEM 901,220,198,3,0,0,0,0,0,A
NUTR SCI 931,765,179,1,1,0,0,0,0,A
NUTR SCI 991,163,0,0,0,0,0,0,0,
NUTR SCI 993,0,0,0,0,0,0,0,0,
OBS&GYN 699,408,404,1,2,0,0,0,0,A
OBS&GYN 710,56,53,1,1,0,0,0,0,A
OBS&GYN 711,6,6,0,0,0,0,0,0,A
OBS&GYN 712,4,4,0,0,0,0,0,0,A
OBS&GYN 909,6,0,0,0,0,0,0,0,
OBS&GYN 910,6,0,0,0,0,0,0,0,
OBS&GYN 917,36,0,0,0,0,0,0,0,
OBS&GYN 919,19,0,0,0,0,0,0,0,
OBS&GYN 921,3,0,0,0,0,0,0,0,
OBS&GYN 934,0,0,0,0,0,0,0,0,
OBS&GYN 935,5,0,0,0,0,0,0,0,
OBS&GYN 938,1,0,0,0,0,0,0,0,
OBS&GYN/AN SCI/ZOOLOGY 954,844,802,23,14,0,0,0,0,A
OBS&GYN 955,278,265,10,3,0,0,0,0,A
OBS&GYN 956,131,0,0,0,0,0,0,0,
OBS&GYN 990,188,172,1,2,0,0,0,0,A
OCC THER 100,728,656,46,12,5,3,1,2,A
OCC THER/L I S/NURSING 517,80,46,14,8,3,4,0,2,A
OCC THER 610,298,170,96,29,2,1,0,0,A
OCC THER 611,322,295,25,2,0,0,0,0,A
OCC THER 612,319,196,93,27,2,1,0,0,A
OCC THER 613,312,254,46,11,0,0,0,0,A
OCC THER 620,300,266,33,1,0,0,0,0,A
OCC THER 621,299,224,62,11,1,0,0,0,A
OCC THER 622,324,186,105,31,1,0,0,0,A
OCC THER 623,321,126,158,29,7,1,0,0,A
OCC THER 624,312,199,105,7,1,0,0,0,A
OCC THER 625,323,304,11,3,1,0,0,0,A
OCC THER 626,320,310,6,1,0,0,0,1,A
OCC THER 627,312,309,3,0,0,0,0,0,A
OCC THER 629,324,224,71,25,3,1,0,0,A
OCC THER 630,300,266,33,1,0,0,0,0,A
OCC THER 640,203,197,4,0,1,0,0,0,A
OCC THER 650,300,266,33,1,0,0,0,0,A
OCC THER 651,84,82,2,0,0,0,0,0,A
OCC THER 652,319,196,93,27,2,1,0,0,A
OCC THER 662,6,0,0,0,0,0,0,0,
OCC THER 664,8,0,0,0,0,0,0,0,
OCC THER 671,298,173,100,21,1,1,0,0,A
OCC THER 672,322,185,125,8,1,1,0,0,A
OCC THER 673,320,215,86,17,0,0,0,1,A
OCC THER 674,289,244,41,3,0,0,0,0,A
OCC THER 710,84,55,23,5,0,1,0,0,A
OCC THER 711,61,61,0,0,0,0,0,0,A
OCC THER 712,30,25,3,2,0,0,0,0,A
OCC THER 722,84,58,21,5,0,0,0,0,A
OCC THER 723,61,39,19,2,1,0,0,0,A
OCC THER 724,312,199,105,7,1,0,0,0,A
OCC THER 725,60,26,27,5,2,0,0,0,A
OCC THER 726,61,44,15,1,0,1,0,0,A
OCC THER 727,60,26,27,5,2,0,0,0,A
OCC THER 728,60,60,0,0,0,0,0,0,A
OCC THER 731,61,61,0,0,0,0,0,0,A
OCC THER 732,61,59,2,0,0,0,0,0,A
OCC THER 733,61,39,19,2,1,0,0,0,A
OCC THER 734,29,29,0,0,0,0,0,0,A
OCC THER 770,169,161,8,0,0,0,0,0,A
OCC THER 771,84,40,35,8,0,0,0,1,A
OCC THER 772,61,36,18,7,0,0,0,0,A
OCC THER 773,60,41,14,5,0,0,0,0,A
OCC THER 811,80,76,3,0,0,0,0,0,A
OCC THER 812,37,31,4,2,0,0,0,0,A
OCC THER 813,7,7,0,0,0,0,0,0,A
OCC THER 814,7,7,0,0,0,0,0,0,A
OCC THER 821,60,60,0,0,0,0,0,0,A
OCC THER 822,30,29,1,0,0,0,0,0,A
OCC THER 871,6,2,3,1,0,0,0,0,A
OCC THER 872,13,12,1,0,0,0,0,0,A
OCC THER 873,6,6,0,0,0,0,0,0,A
OCC THER 880,36,34,2,0,0,0,0,0,A
OCC THER 881,62,40,4,0,0,0,0,0,A
OCC THER 882,7,7,0,0,0,0,0,0,A
OCC THER 883,7,7,0,0,0,0,0,0,A
OCC THER 890,2,0,0,0,0,0,0,0,
ONCOLOGY 401,917,354,237,183,71,43,7,0,B
ONCOLOGY/MICROBIO 545,728,603,67,32,6,6,3,1,A
ONCOLOGY/M&ENVTOX/PHM SCI/PHMCOL-M/POP HLTH 625,530,267,93,150,13,3,0,1,A
ONCOLOGY/PL PATH 640,694,212,137,235,51,35,9,2,B
ONCOLOGY 673,11,6,3,1,0,0,0,0,A
ONCOLOGY 675,1076,479,77,57,3,1,0,0,A
ONCOLOGY 699,17,17,0,0,0,0,0,0,A
ONCOLOGY 703,505,368,74,43,4,3,0,0,A
ONCOLOGY 715,168,0,0,0,0,0,0,0,
ONCOLOGY 725,61,25,20,13,2,0,0,0,A
ONCOLOGY 735,35,34,0,1,0,0,0,0,A
ONCOLOGY 745,35,34,0,1,0,0,0,0,A
ONCOLOGY 778,11,5,3,2,1,0,0,0,A
ONCOLOGY 901,205,190,0,0,0,0,0,0,A
ONCOLOGY 990,363,0,0,0,0,0,0,0,
OTM 300,11978,2477,2902,3608,1388,1148,205,56,B
OTM 351,425,320,93,11,1,0,0,0,A
OTM 365,1194,651,385,105,17,18,1,4,A
OTM 370,208,52,99,39,10,3,0,0,B
OTM 399,0,0,0,0,0,0,0,0,
OTM/MARKETNG 421,1549,863,381,210,44,32,7,3,A
OTM/MARKETNG 422,911,350,295,200,49,14,0,1,A
OTM/MARKETNG 423,914,417,311,136,25,13,0,3,A
OTM/MARKETNG 427,585,203,199,135,34,2,1,1,B
OTM/MARKETNG 428,911,350,295,200,49,14,0,1,A
OTM/MARKETNG 429,911,350,295,200,49,14,0,1,A
OTM 451,588,182,211,116,45,18,3,1,B
OTM 452,211,121,58,28,3,1,0,0,A
OTM 453,121,46,58,12,2,1,1,1,A
OTM/I SY E/MATH/STAT 632,1916,712,234,443,121,221,85,38,B
OTM 654,404,354,38,9,1,0,0,0,A
OTM 700,2197,926,712,536,16,2,0,1,A
OTM 701,80,36,37,6,1,0,0,0,A
OTM 702,16,10,5,1,0,0,0,0,A
OTM 703,80,36,37,6,1,0,0,0,A
OTM 714,212,128,73,7,1,0,0,0,A
OTM/MARKETNG 722,713,432,222,55,2,0,0,0,A
OTM/MARKETNG 724,317,173,107,27,5,2,0,0,A
OTM/MARKETNG 726,341,234,89,18,0,0,0,0,A
OTM/MARKETNG 727,441,252,139,46,0,0,0,0,A
OTM/MARKETNG 728,15,6,5,4,0,0,0,0,A
OTM 732,2490,1063,769,598,43,13,0,2,A
OTM 751,250,155,53,28,6,3,1,0,A
OTM 752,921,564,265,81,7,2,0,0,A
OTM 753,195,99,76,13,1,1,0,1,A
OTM 758,416,216,180,20,0,0,0,0,A
OTM 760,133,77,36,15,5,0,0,0,A
OTM 765,1648,874,532,224,4,2,0,0,A
OTM 770,378,237,106,28,0,1,0,0,A
OTM/E P D/GEN BUS 784,25,17,8,0,0,0,0,0,A
OTM 799,8,8,0,0,0,0,0,0,A
OTM 861,55,43,9,1,0,0,0,0,A
OTM 990,1,0,0,0,0,0,0,0,
OTM 999,1,1,0,0,0,0,0,0,A
OPHTHALM 699,178,176,0,0,0,0,0,0,A
OPHTHALM 750,17,13,4,0,0,0,0,0,A
OPHTHALM 910,11,0,0,0,0,0,0,0,
OPHTHALM 911,11,0,0,0,0,0,0,0,
OPHTHALM 919,4,0,0,0,0,0,0,0,
PATH-BIO 150,421,400,8,2,3,2,1,4,A
PATH-BIO/PATH 210,1623,870,142,406,51,106,33,11,B
PATH-BIO 299,0,0,0,0,0,0,0,0,
PATH-BIO/ENTOM/M M & I/ZOOLOGY 350,2145,557,164,789,117,368,90,40,BC
PATH-BIO/MED HIST 370,96,35,48,8,0,0,0,0,A
PATH-BIO 510,1519,443,518,449,86,22,0,0,B
PATH-BIO 512,1522,626,332,409,93,55,3,0,B
PATH-BIO 513,1521,803,460,227,27,3,0,0,A
PATH-BIO 514,1435,647,230,459,49,48,1,0,B
PATH-BIO 515,1314,994,276,39,3,0,0,0,A
PATH-BIO 517,1449,793,370,256,23,5,0,0,A
PATH-BIO 525,1133,940,0,0,0,0,0,0,A
PATH-BIO 526,945,756,0,0,0,0,0,0,A
PATH-BIO/M M & I 528,1997,794,149,556,93,253,82,27,B
PATH-BIO 559,1517,1012,348,141,10,3,1,0,A
PATH-BIO 560,1518,628,484,329,59,16,1,0,A
PATH-BIO 561,1330,547,400,309,52,19,2,0,A
PATH-BIO 562,1331,550,426,291,46,13,0,0,A
PATH-BIO 660,1045,877,0,0,0,0,0,0,A
PATH-BIO 675,4320,162,27,13,0,0,0,0,A
PATH-BIO 681,1,1,0,0,0,0,0,0,A
PATH-BIO 682,1,1,0,0,0,0,0,0,A
PATH-BIO 699,227,43,0,0,0,0,0,0,A
PATH-BIO/M M & I 720,27,14,11,1,0,0,0,0,A
PATH-BIO/M M & I 750,15,8,2,3,1,1,0,0,A
PATH-BIO 775,4748,2,0,0,0,0,0,0,A
PATH-BIO 799,0,0,0,0,0,0,0,0,
PATH-BIO 920,44,22,1,1,0,0,0,0,A
PATH-BIO 930,402,212,47,22,2,0,0,0,A
PATH-BIO 990,107,0,0,0,0,0,0,0,
PATH/PATH-BIO 210,1623,870,142,406,51,106,33,11,B
PATH 399,0,0,0,0,0,0,0,0,
PATH 404,5019,1419,1495,1146,628,222,72,19,B
PATH/M&ENVTOX/PHM SCI/PHMCOL-M/POP HLTH 626,348,239,69,32,4,1,0,0,A
PATH 699,14,14,0,0,0,0,0,0,A
PATH 750,445,196,126,106,14,2,0,0,A
PATH 751,71,30,23,14,0,0,0,0,A
PATH 752,0,0,0,0,0,0,0,0,
PATH 755,34,33,1,0,0,0,0,0,A
PATH 802,89,48,24,8,2,0,0,0,A
PATH 803,191,132,36,19,1,0,0,0,A
PATH 807,44,25,10,5,0,0,0,0,A
PATH 809,93,90,3,0,0,0,0,0,A
PATH 900,0,0,0,0,0,0,0,0,
PATH 901,91,0,0,0,0,0,0,0,
PATH 913,0,0,0,0,0,0,0,0,
PATH 914,0,0,0,0,0,0,0,0,
PATH 915,128,75,29,14,4,1,0,0,A
PATH 916,0,0,0,0,0,0,0,0,
PATH 920,44,22,1,1,0,0,0,0,A
PATH 921,382,0,0,0,0,0,0,0,
PATH 922,193,0,0,0,0,0,0,0,
PATH 923,147,0,0,0,0,0,0,0,
PATH 924,0,0,0,0,0,0,0,0,
PATH 926,0,0,0,0,0,0,0,0,
PATH 949,4,0,0,0,0,0,0,0,
PATH 950,14,0,0,0,0,0,0,0,
PATH 960,9,0,0,0,0,0,0,0,
PATH 962,5,0,0,0,0,0,0,0,
PATH 963,6,0,0,0,0,0,0,0,
PATH 970,8,0,0,0,0,0,0,0,
PATH 990,124,0,0,0,0,0,0,0,
PEDIAT 699,269,243,13,9,0,1,0,0,A
PEDIAT/MED PHYS 705,51,44,6,0,0,0,0,0,A
PEDIAT 909,19,0,0,0,0,0,0,0,
PEDIAT 910,3,0,0,0,0,0,0,0,
PEDIAT 919,8,0,0,0,0,0,0,0,
PEDIAT 921,0,0,0,0,0,0,0,0,
PEDIAT 930,1,0,0,0,0,0,0,0,
PEDIAT 935,7,0,0,0,0,0,0,0,
PEDIAT 938,30,6,0,0,0,0,0,0,A
PEDIAT 940,3,0,0,0,0,0,0,0,
PEDIAT 941,0,0,0,0,0,0,0,0,
PEDIAT 942,2,0,0,0,0,0,0,0,
PEDIAT 943,1,0,0,0,0,0,0,0,
PEDIAT 950,3,0,0,0,0,0,0,0,
PEDIAT 953,0,0,0,0,0,0,0,0,
PEDIAT 956,1,0,0,0,0,0,0,0,
PEDIAT 963,1,0,0,0,0,0,0,0,
PEDIAT 966,6,0,0,0,0,0,0,0,
PEDIAT 967,3,0,0,0,0,0,0,0,
PEDIAT 970,0,0,0,0,0,0,0,0,
PEDIAT 971,3,0,0,0,0,0,0,0,
PEDIAT 973,0,0,0,0,0,0,0,0,
PEDIAT 975,3,0,0,0,0,0,0,0,
PEDIAT 990,10,6,0,0,0,0,0,0,A
PHM SCI 254,1470,597,375,240,87,40,16,26,B
PHM SCI 310,2449,1467,340,351,134,96,33,12,A
PHM SCI 420,2356,619,665,611,284,159,13,0,B
PHM SCI/B M E 430,1433,261,531,473,113,26,4,1,B
PHM SCI 432,2251,1118,305,473,168,160,18,5,B
